weight_decay,failure_rate_0.01,failure_rate_0.05,failure_rate_0.10,pinball_loss_0.01,pinball_loss_0.05,pinball_loss_0.10
0.0,0.0136363636363636,0.0617424242424242,0.1071969696969697,0.0003565675675293,0.0012843263052473,0.002080792509978
1e-05,0.0094696969696969,0.0481060606060606,0.0901515151515151,0.0003482688564118,0.0012590634429375,0.0020576980488408
0.0001,0.0034090909090909,0.0363636363636363,0.0761363636363636,0.0003648452156614,0.001297686523895,0.0021024564637681
0.0005,0.0003787878787878,0.0193181818181818,0.0420454545454545,0.0005429798423315,0.0014534660506597,0.0023093635328282
