date,mu,omega,alpha_1,beta_1,persistence,nu,sigma_next,converged
2001-01-02,-0.00037733432551219034,0.044295467709135325,0.06853577414628798,0.9092315864289693,0.9777673605752573,7.080163876576309,0.014408149476385015,True
2001-01-03,-0.0003324355047360978,0.04301708588528043,0.07426955816220888,0.9078950994367572,0.9821646575989661,7.126076445728388,0.016138965258451737,True
2001-01-04,-0.000260790336600597,0.04032984961778984,0.08477536041188534,0.9036392474750633,0.9884146078869487,6.754099954403364,0.021642543765914055,True
2001-01-05,-0.0002888734999327779,0.03996104913076457,0.08222931187929852,0.9050506786040834,0.9872799904833819,6.878153906030423,0.02070069829404576,True
2001-01-08,-0.00039421070445907184,0.04201535791221078,0.08869485320096282,0.9000200421749418,0.9887148953759046,6.8604673945628925,0.021562055846461856,True
2001-01-09,-0.00047323435892537223,0.04228943409753477,0.08467705999110539,0.9030441646419494,0.9877212246330548,6.641849330100615,0.020459942209527297,True
2001-01-10,-0.00040702928416299993,0.04306734996302374,0.08254554407430746,0.9043389081829221,0.9868844522572295,6.485144872555668,0.01963714848206406,True
2001-01-11,-0.00036853682940283773,0.04242260695908098,0.08035757734643076,0.9056535370394674,0.9860111143858982,6.601689117156128,0.01888134206362422,True
2001-01-12,-0.000401625074771804,0.04315252310264848,0.0790235585083785,0.9063780551691109,0.9854016136774894,6.457862581868529,0.018294980938051982,True
2001-01-16,-0.0004650794533957785,0.04393139190107945,0.07675713060102872,0.907497039493355,0.9842541700943838,6.346603499041111,0.01752734454555753,True
2001-01-17,-0.00041967479978076015,0.04428972814735331,0.07520072068911769,0.9076707842321535,0.9828715049212712,6.434187674674794,0.016787851029144964,True
2001-01-18,-0.000407412208773941,0.04530476460332554,0.07426621343500163,0.9067925813621283,0.9810587947971299,6.543281061420133,0.01601104798365529,True
2001-01-19,-0.0003287258772365487,0.04446838580045027,0.07476589612700502,0.9062186553331837,0.9809845514601887,6.764587550166216,0.015883984781866967,True
2001-01-22,-0.0003249709383894149,0.046692023554131774,0.07541477907634302,0.903384518615556,0.978799297691899,6.855189573125186,0.01515091068518965,True
2001-01-23,-0.0002389918552620254,0.05326055446377062,0.07930225089843762,0.897191614566271,0.9764938654647086,6.548864183526626,0.014454045721709673,True
2001-01-24,-0.000216179892040673,0.05189636771014583,0.07902479429836516,0.8975376473578817,0.9765624416562468,6.728926068160823,0.014295482750002525,True
2001-01-25,-0.00017599472444386797,0.0556690993776879,0.08211356453887146,0.8916297262229166,0.973743290761788,6.819067918028366,0.01353295439188974,True
2001-01-26,-0.00016629952587205653,0.06232537824808174,0.0882724502783624,0.8814018792665825,0.9696743295449449,6.911198056205246,0.012717205209932008,True
2001-01-29,-6.306637103358977e-05,0.07957532450656345,0.10207890286016985,0.8602135618143895,0.9622924646745593,6.710335131432529,0.011696807287092513,True
2001-01-30,-4.045471644919308e-05,0.10506360034270018,0.12036251295158569,0.8315123796681951,0.9518748926197809,6.537860475715637,0.010980778734796397,True
2001-01-31,-3.506567882930148e-05,0.10851872902030832,0.12445352870732199,0.8259746964439367,0.9504282251512587,6.491287126358785,0.010679474236519397,True
2001-02-01,-7.361828255191779e-05,0.10406413972809186,0.12530770254331647,0.8263443771881019,0.9516520797314184,6.633368445284947,0.01037217368782687,True
2001-02-02,-6.498358065061124e-05,0.10523801903944209,0.1302658327468966,0.8209779951464782,0.9512438278933748,6.594079680211644,0.009971646004567384,True
2001-02-05,-0.00020712695199721944,0.08420823645641237,0.10687029693643504,0.8525213276532229,0.9593916245896579,6.7583559737035435,0.011456103158051154,True
2001-02-06,-0.0001672571159729648,0.0867489227712492,0.11177247634126032,0.8456033002333951,0.9573757765746554,6.8704378804664925,0.010935153307542318,True
2001-02-07,-0.00020373780013538734,0.08818620983715163,0.11487619309100272,0.8414963367698245,0.9563725298608272,6.744434502842715,0.010417112657280365,True
2001-02-08,-0.00021795793399167658,0.08916714952814987,0.1146090134414454,0.8416465420940923,0.9562555555355376,6.587274034602545,0.010414033771063369,True
2001-02-09,-0.00025979198705945657,0.09013883613601943,0.11846082627606243,0.8365819501003049,0.9550427763763674,6.728277774409634,0.010111743882749163,True
2001-02-12,-0.00026667546357221595,0.10065115733152893,0.12138257181525611,0.8298245960047859,0.951207167820042,6.630525311761424,0.010773204335470056,True
2001-02-13,-0.00020880828873720707,0.10095368995910892,0.12205258369706344,0.8283909172301192,0.9504435009271825,6.840649274710239,0.01100496196026872,True
2001-02-14,-0.00029291375301180743,0.0966837571025563,0.11929791951447258,0.8325403528465984,0.951838272361071,6.881061499380273,0.010905593691398485,True
