date,mu,omega,alpha_1,beta_1,persistence,nu,sigma_next,converged
2002-01-09,-0.0002894226697956498,0.10359714668602976,0.10248958707813793,0.8430513478790135,0.9455409349571514,7.905187506350273,0.009860915732644658,True
2002-01-10,-0.0002533871772137717,0.10113196010657119,0.10349627743155138,0.8444203026393857,0.947916580070937,7.791163834568376,0.009689754655436778,True
2002-01-11,-0.00025276359060185825,0.09719251947651696,0.10497440405359883,0.8448195980823195,0.9497940021359184,7.8678379858563945,0.009369666055568491,True
2002-01-14,-0.00029448520579406444,0.09848188256610856,0.10573063349593488,0.8429884362553559,0.9487190697512908,8.056117737474446,0.009625337597818872,True
2002-01-15,-0.0003565280909912563,0.099441909363517,0.10755354884749758,0.8413800320466671,0.9489335808941647,7.945239490130276,0.00957359828448233,True
2002-01-16,-0.00035235510755137226,0.09823800797338654,0.10757041491952775,0.8420315379584744,0.9496019528780022,7.921420976016324,0.009610264446175578,True
2002-01-17,-0.0003711015419340239,0.10605221415453255,0.10704925506447349,0.838542625536825,0.9455918806012985,7.938630196254109,0.010843173978436801,True
2002-01-18,-0.0003525080104048462,0.10118068674064568,0.10592559846426541,0.8418371368597407,0.9477627353240061,8.000303605882957,0.01049793280723877,True
2002-01-22,-0.00039575814647197074,0.09781702453936968,0.10526185630712309,0.8442886169615608,0.9495504732686839,7.901967409157369,0.010186179060376901,True
2002-01-23,-0.00044188933410684245,0.09516559537168254,0.10467703971682749,0.8461060411932361,0.9507830809100636,7.927979546970806,0.01007676954365927,True
2002-01-24,-0.00039904487898138863,0.09327111856186075,0.10451172727279838,0.8468783442333894,0.9513900715061877,8.086628708334485,0.010098180509465775,True
2002-01-25,-0.00038396393765971503,0.08947407610173941,0.10467669950403836,0.848303385771984,0.9529800852760224,8.211859450596297,0.00978029528270856,True
2002-01-28,-0.0003668514085208239,0.0861783140156145,0.10532388615373361,0.8491545353486641,0.9544784215023978,8.244430320767284,0.009424126473936036,True
2002-01-29,-0.000358567607555196,0.08365573465242468,0.10695664480098528,0.8486385008437968,0.9555951456447821,8.31436338517773,0.009081961482891022,True
2002-01-30,-0.0003709832482183653,0.10318033371189425,0.10539795194741018,0.8415411649918706,0.9469391169392808,7.694768448149403,0.01303255642824558,True
2002-01-31,-0.00035901457265062365,0.10258769618787875,0.10550844820989945,0.8413988843210115,0.946907332530911,7.806050485965877,0.012909379482598248,True
2002-02-01,-0.00032402667475677426,0.10469344396783119,0.10751145070755537,0.8380924209859386,0.945603871693494,7.990506985392029,0.013162226316130687,True
2002-02-04,-0.00033169207445827626,0.10351839149561282,0.10687089447854248,0.8387248341119766,0.9455957285905191,8.03053679916791,0.012553818814646543,True
2002-02-05,-0.00032446483420716597,0.11105649368424392,0.11142468718334629,0.8320033336579048,0.9434280208412511,7.960331604005755,0.014869921185817432,True
2002-02-06,-0.00036107803179161435,0.11167032140183739,0.11065588108046906,0.8326530764002188,0.9433089574806879,7.763639667845129,0.014011800568368512,True
2002-02-07,-0.0004000362950183748,0.10929603070092667,0.10866364860009087,0.835547132745696,0.944210781345787,7.680156901427989,0.013293336197209248,True
2002-02-08,-0.00041623561214643737,0.10578214321429119,0.10666836717775718,0.8386623910925971,0.9453307582703543,7.709806726927609,0.012591679285463252,True
2002-02-11,-0.0004007601012394602,0.10554287655492846,0.10685320405216285,0.8387279725091868,0.9455811765613497,7.781837759826411,0.012999224628357363,True
2002-02-12,-0.00037148643734739693,0.1048121172904897,0.10728299691468812,0.8384432476770091,0.9457262445916972,7.95602708228213,0.013213688089970692,True
2002-02-13,-0.00037757571598598757,0.10377778022727475,0.10668617805471611,0.8389128753298287,0.9455990533845449,7.984173240963141,0.0125576626558968,True
2002-02-14,-0.00036853656261104075,0.10404319222488442,0.10677082626607283,0.8384697775818287,0.9452406038479015,7.984179004815475,0.01237233216457728,True
2002-02-15,-0.00034466034412775363,0.10431344052372295,0.10648937174678287,0.8385476104544821,0.945036982201265,7.797466777661101,0.011786856046931336,True
2002-02-19,-0.00037305906959516353,0.10451547405788587,0.10708128468754216,0.8374519208099569,0.9445332054974991,7.930703418651607,0.011738680390945212,True
2002-02-20,-0.00037878533046241045,0.10725171364600455,0.10796334602588048,0.8361745948480643,0.9441379408739448,7.8856674148917625,0.012865539699783081,True
2002-02-21,-0.0003596545571498239,0.10673975139877007,0.10823321391141459,0.8360296037107846,0.9442628176221992,8.011036057260183,0.013050791695093671,True
2002-02-22,-0.00040105147614805776,0.10661867075969408,0.10860847859416471,0.8356810913150465,0.9442895699092112,8.118076223278937,0.013309023562933477,True
2002-02-25,-0.0003713722307584856,0.10581735006249265,0.10800653821686877,0.8362903611737724,0.9442968993906412,8.11755667745556,0.012836104157402151,True
2002-02-26,-0.0003340811866081981,0.10700100841102599,0.10965958406563121,0.8341722936647475,0.9438318777303788,8.316932442610538,0.013690047463962407,True
2002-02-27,-0.00029085863671597596,0.11153784444871462,0.1124223782672631,0.8295681136819292,0.9419904919491923,8.143548886392106,0.012946769468544572,True
2002-02-28,-0.00029752239079330585,0.10793099182218581,0.1099747853342958,0.8331693503509403,0.9431441356852361,8.115286764564425,0.012240750948912993,True
2002-03-01,-0.0003153667037847415,0.10585208867121271,0.10869068133159286,0.8349796627942208,0.9436703441258136,8.062389354929229,0.011657377350361738,True
2002-03-04,-0.0002747987824341806,0.10399939904298289,0.10662677101425644,0.8383882260523362,0.9450149970665926,8.158644861619324,0.013326214909665252,True
2002-03-05,-0.0002320546655750325,0.10532610891274255,0.10811726610619277,0.8366593564510808,0.9447766225572736,8.224749784315646,0.014169624897159503,True
2002-03-06,-0.0002560993135652321,0.10353337480036154,0.10599823718801571,0.8390556986528549,0.9450539358408706,8.181759340823847,0.013468241617848016,True
2002-03-07,-0.0002486834648661258,0.10370821865744234,0.10609499719842945,0.8388084207227187,0.9449034179211481,8.216005854690728,0.01355811579037383,True
2002-03-08,-0.0002635144840300806,0.10308051358310234,0.10481249918783257,0.8396618855821596,0.9444743847699921,8.21377541920825,0.012879201411719332,True
2002-03-11,-0.0002495348117954097,0.10407253282046948,0.10491077283114514,0.8383084578220573,0.9432192306532025,8.259334652841746,0.012354801346441274,True
2002-03-12,-0.0002523341032830255,0.10504084317456013,0.10479944597810033,0.8376063705720074,0.9424058165501077,8.119102791629755,0.01181083546920888,True
2002-03-13,-0.00023994625468773292,0.10695021722873264,0.10576567611735906,0.8351234116658444,0.9408890877832035,8.06242412616806,0.011270750641050572,True
2002-03-14,-0.00024358164800133834,0.10743824694970418,0.10557983832976825,0.8352079329729016,0.9407877713026699,7.949019517298714,0.011254411305436394,True
2002-03-15,-0.00025495244101917313,0.10890009509288189,0.10690201378222247,0.83263123302502,0.9395332468072424,7.923713284598128,0.010758307279519375,True
2002-03-18,-0.0002421790285829406,0.10939432563650575,0.10630176745615859,0.8330176471086324,0.939319414564791,7.883243658271597,0.011005732125895104,True
2002-03-19,-0.00023483400108659176,0.11155373300600889,0.10861584379428607,0.828864488095891,0.937480331890177,7.981973663714218,0.010518921757758506,True
2002-03-20,-0.0002087178770569247,0.11471202098219681,0.11140614562600927,0.8238766840891204,0.9352828297151297,8.040671386483845,0.010174151939525939,True
2002-03-21,-0.00024811441729138923,0.11886685200105525,0.11080650950443034,0.8219444271216138,0.9327509366260441,8.188602523419322,0.011103684026663835,True
2002-03-22,-0.0002568370967103673,0.11973952581406046,0.11147673791242486,0.8204723587122837,0.9319490966247086,8.09378832313537,0.01064851300260563,True
2002-03-25,-0.00028836211947130477,0.10944646917494702,0.11194382154403427,0.8271726236721216,0.9391164452161559,8.135476836475913,0.010305694639809898,True
2002-03-26,-0.0003311549847466167,0.1124277362135318,0.11222081032688268,0.8250386209989518,0.9372594313258344,8.342452918081658,0.010981381679882843,True
2002-03-27,-0.00034714827957375746,0.11091822615460183,0.11360643196967501,0.825363873132813,0.938970305102488,8.144903193253107,0.010695519479730386,True
2002-03-28,-0.0003392189294971513,0.10915714178733975,0.11316376067233135,0.8265044619125197,0.939668222584851,8.181728959735507,0.010450674484893839,True
