date,realized_log_ret,VaR_1,VaR_5,VaR_10
2002-01-09,-0.0046135186843923,-0.0261518081517735,-0.0180952343236819,-0.0153609612339584
2002-01-10,0.0014710338827139,-0.0260510951648713,-0.0180952343236819,-0.0153380444222621
2002-01-11,-0.0094958729588396,-0.0249788137917681,-0.0180952343236819,-0.0153380444222621
2002-01-14,-0.0062697777169846,-0.0249788137917681,-0.0180952343236819,-0.0153380444222621
2002-01-15,0.0068893645334977,-0.0246287623049612,-0.0178527560703418,-0.0153380444222621
2002-01-16,-0.0163594916614622,-0.0238010502374992,-0.0178477615872072,-0.0153380444222621
2002-01-17,0.004371108140992,-0.0238010502374992,-0.0178477615872072,-0.0158939044244794
2002-01-18,-0.0044597897121327,-0.0238010502374992,-0.0178477615872072,-0.0158939044244794
2002-01-22,-0.0073345174187782,-0.0238010502374992,-0.0178477615872072,-0.0158918365895841
2002-01-23,0.007893080065461,-0.0238010502374992,-0.0178477615872072,-0.0157080748394848
2002-01-24,0.0033360058192801,-0.0238010502374992,-0.0178477615872072,-0.0156826692800118
2002-01-25,0.0008212319823632,-0.0238010502374992,-0.0178477615872072,-0.0153380444222621
2002-01-28,0.000132393632942,-0.0238010502374992,-0.0172741347717,-0.0153380444222621
2002-01-29,-0.0285396052793966,-0.0238010502374992,-0.0172741347717,-0.0153380444222621
2002-01-30,0.0110450461087516,-0.0285396052793966,-0.0183771002590189,-0.0158939044244794
2002-01-31,0.014055471337822,-0.0285396052793966,-0.0183771002590189,-0.0158939044244794
2002-02-01,-0.0053545155037166,-0.0285396052793966,-0.0180952343236819,-0.0158939044244794
2002-02-04,-0.0264796046096158,-0.0285396052793966,-0.0180952343236819,-0.0158939044244794
2002-02-05,-0.0038931406319164,-0.0285396052793966,-0.0238010502374992,-0.0163594916614622
2002-02-06,-0.0055590468233468,-0.0285396052793966,-0.0238010502374992,-0.0163594916614622
2002-02-07,-0.003272538581073,-0.0285396052793966,-0.023433840027442,-0.0163594916614622
2002-02-08,0.014989505138315,-0.0285396052793966,-0.0223009520890915,-0.0163594916614622
2002-02-11,0.0141657487496393,-0.0285396052793966,-0.0222544332621552,-0.0163549015965163
2002-02-12,-0.0041185143266915,-0.0285396052793966,-0.0222544332621552,-0.0158939044244794
2002-02-13,0.0096074650299105,-0.0285396052793966,-0.0193918218909381,-0.0158939044244794
2002-02-14,-0.001665025897152,-0.0285396052793966,-0.0191819091179112,-0.0158939044244794
2002-02-15,-0.0106915320362768,-0.0285396052793966,-0.0191819091179112,-0.0158939044244794
2002-02-19,-0.0193104908764638,-0.0285396052793966,-0.0191819091179112,-0.0158918365895841
2002-02-20,0.01368936102432,-0.0285396052793966,-0.0193104908764638,-0.0163594916614622
2002-02-21,-0.0153247750237381,-0.0285396052793966,-0.0193104908764638,-0.0163594916614622
2002-02-22,0.0073246226391168,-0.0285396052793966,-0.0193104908764638,-0.0163594916614622
2002-02-25,0.0185443968978242,-0.0285396052793966,-0.0193104908764638,-0.0163594916614622
2002-02-26,-0.0004506534551254,-0.0285396052793966,-0.0193104908764638,-0.0163594916614622
2002-02-27,0.000468675369774,-0.0285396052793966,-0.0193104908764638,-0.0158939044244794
2002-02-28,-0.0025443010585588,-0.0285396052793966,-0.0193104908764638,-0.0158939044244794
2002-03-01,0.0219268626384092,-0.0285396052793966,-0.0193104908764638,-0.0158939044244794
2002-03-04,0.0193087958029742,-0.0285396052793966,-0.0193104908764638,-0.0158939044244794
2002-03-05,-0.0060605455640496,-0.0285396052793966,-0.0193104908764638,-0.0157080748394848
2002-03-06,0.0139440867373448,-0.0285396052793966,-0.0193104908764638,-0.0153380444222621
2002-03-07,-0.0045256552152075,-0.0285396052793966,-0.0193104908764638,-0.0153380444222621
2002-03-08,0.0058149465415304,-0.0285396052793966,-0.0193104908764638,-0.0153380444222621
2002-03-11,0.0032930310180061,-0.0285396052793966,-0.0193104908764638,-0.0153247750237381
2002-03-12,-0.0023400244680091,-0.0285396052793966,-0.0191819091179112,-0.0153247750237381
2002-03-13,-0.009770477638991,-0.0285396052793966,-0.0191819091179112,-0.0153247750237381
2002-03-14,-0.0007021772115596,-0.0285396052793966,-0.0191819091179112,-0.0153247750237381
2002-03-15,0.0110217235923073,-0.0285396052793966,-0.0189327959246679,-0.0153247750237381
2002-03-18,-0.0005748137375745,-0.0285396052793966,-0.0189327959246679,-0.0153247750237381
2002-03-19,0.0038030675912468,-0.0285396052793966,-0.0183771002590189,-0.0153247750237381
2002-03-20,-0.0154647808406354,-0.0285396052793966,-0.0183771002590189,-0.0153247750237381
2002-03-21,0.0017523166286883,-0.0285396052793966,-0.0180952343236819,-0.0153380444222621
2002-03-22,-0.0046564644683897,-0.0285396052793966,-0.0180952343236819,-0.0153380444222621
2002-03-25,-0.0141804055507419,-0.0285396052793966,-0.0180952343236819,-0.0153380444222621
