,log_ret,rv5,bv
2000-07-20,0.008632722153381955,8.876239329031385e-05,7.291902250887944e-05
2000-07-21,-0.010407417361554039,4.341334428811852e-05,4.0503795917575785e-05
2000-07-24,-0.0105236971440279,5.6534422676833405e-05,6.222838667621248e-05
2000-07-25,0.005832269503596166,0.0001019447643309,6.707716386641941e-05
2000-07-26,-0.01131436039970879,9.39499681712866e-05,6.952317018771817e-05
2000-07-27,-0.005022474041672886,0.0001511729721341,0.000144302732734
2000-07-28,-0.021106535325582598,0.0001596804413602,0.0001740632052988
2000-07-31,0.008208325926325699,0.000103386061499,8.64656512213646e-05
2000-08-01,0.004350379152661787,8.280718648114529e-05,8.605981928063397e-05
2000-08-02,0.0009665027609315757,7.809466320470418e-05,7.138263454349376e-05
2000-08-03,0.009269766219158093,0.0001138060896308,0.0001072859845529
2000-08-04,0.006677511798393709,7.501140946615284e-05,7.541548059596372e-05
2000-08-07,0.011587867336237956,4.5186118966401994e-05,4.4058840215460545e-05
2000-08-08,0.002599657769266628,4.607185302483039e-05,4.572945889037815e-05
2000-08-09,-0.006155572286512978,5.429282860018926e-05,4.7182205978149105e-05
2000-08-10,-0.009318690023070175,4.218478519881937e-05,4.522800406457431e-05
2000-08-11,0.007505391326953159,6.14036020585412e-05,6.092951525794935e-05
2000-08-14,0.013322411649526522,3.562854524391092e-05,3.4943957284705567e-05
2000-08-15,-0.0035950111794624817,3.4064377057083484e-05,3.437688205746452e-05
2000-08-16,-0.0035269123508419042,3.75595424467543e-05,3.1494383299317653e-05
2000-08-17,0.010463418391185364,4.405446677267318e-05,3.295389022928285e-05
2000-08-18,-0.0023894714040633147,3.177476655519478e-05,3.220857061516919e-05
2000-08-21,0.004413040319881212,4.018555152102883e-05,3.2088969193464784e-05
2000-08-22,-0.0003269663887666141,3.6953573666294986e-05,4.3014337748977954e-05
2000-08-23,0.005052684372644833,3.611557032122757e-05,3.513982055030912e-05
2000-08-24,0.001572499502950464,2.134445804345755e-05,2.2864619399399084e-05
2000-08-25,-0.001061331805583876,2.2971246720625288e-05,2.0203523707445543e-05
2000-08-28,0.005552867302913711,3.438891454115302e-05,3.4909529640526777e-05
2000-08-29,-0.0030803831866750286,3.430878123402882e-05,2.9281338741671875e-05
2000-08-30,-0.004665044907961935,2.503419971826959e-05,2.13564201235156e-05
2000-08-31,0.009888161260822592,4.0602641589733674e-05,3.6884522680537226e-05
2000-09-01,0.0014347110334140822,5.349298581556213e-05,3.762446783171701e-05
2000-09-05,-0.008679107842763045,3.478227327830076e-05,3.340343420250407e-05
2000-09-06,-0.009846516470537914,5.536373663050248e-05,5.058491361225475e-05
2000-09-07,0.006677152307687173,4.2377161794497495e-05,4.196661239209245e-05
2000-09-08,-0.00635562828104419,4.643441747027098e-05,4.30973604900706e-05
2000-09-11,-0.0028638613264551083,7.378778337263254e-05,7.416191969249147e-05
2000-09-12,-0.005104147586562746,5.1883258540990975e-05,5.219839310450957e-05
2000-09-13,0.0021108080494895987,9.286964089228206e-05,7.112244175190016e-05
2000-09-14,-0.0025834840119136615,4.990042386054328e-05,4.5068159224424426e-05
2000-09-15,-0.009725781912796272,5.213079835534181e-05,5.142392791908306e-05
2000-09-18,-0.014841043292702416,6.886968332721708e-05,6.332772513682267e-05
2000-09-19,0.010452912891762978,9.64229540367358e-05,7.490861497925549e-05
2000-09-20,-0.005901627189927261,0.0001365886795802,0.000134467469974
2000-09-21,-0.0014687885137503187,0.0001245618620276,9.756601113694684e-05
2000-09-22,-0.0007386569895588835,0.0001103493489468,0.0001241768244185
2000-09-25,-0.005915086821278948,6.862186110419959e-05,5.954530588118547e-05
2000-09-26,-0.0076918896519808655,0.0001068587022121,9.02128849370266e-05
2000-09-27,-0.0013940701744585837,0.0001336453346349,0.000133309515653
2000-09-28,0.022870336651431344,9.060482761398848e-05,9.252498082128627e-05
2000-09-29,-0.01568266928001183,0.0001235754951414,0.0001042748394919
2000-10-02,-0.0008982505608745583,0.0001013077860425,8.70598380933236e-05
2000-10-03,-0.007046811968566047,8.494124760204698e-05,7.735254665699804e-05
2000-10-04,0.006426618016134533,0.000170224486332,0.0001670057844904
2000-10-05,0.0012748128692239291,9.786884663128893e-05,9.415166689232291e-05
2000-10-06,-0.01990552728674011,0.0001663869843237,0.0001648218940117
2000-10-09,-0.004576862487556177,9.174724844216928e-05,9.640019910429985e-05
2000-10-10,-0.011408359186678929,0.0001657574001204,0.0001811997621923
2000-10-11,-0.016017567149483547,0.0003774588582918,0.0004166906875423
2000-10-12,-0.025796238020768136,0.0005491540157223,0.0004965114765364
2000-10-13,0.0327818130685662,0.0001772883125308,0.0001741410286784
2000-10-16,0.0002548243727824584,9.356086966764446e-05,8.992241936035129e-05
2000-10-17,-0.017492515115183238,0.0001430716973777,0.0001310944654241
2000-10-18,-0.006182721505973987,0.0006798952242286,0.0006607220626291
2000-10-19,0.034593308311746895,0.0002715556814141,0.0001117025939894
2000-10-20,0.005242758345989529,9.540726292445988e-05,9.80236803384272e-05
2000-10-23,0.00018622240739052387,9.496273544739265e-05,8.398849914119712e-05
2000-10-24,0.001138067769862694,0.0001250680109321,0.000110245080575
2000-10-25,-0.0234724187790345,0.0002082508070561,0.0001882301718699
2000-10-26,-0.0012457682137583248,0.0003004170634235,0.0003276459803309
2000-10-27,0.011286949668249946,0.0002204329931446,0.000184349859224
2000-10-30,0.013960462736853252,0.0001288109139988,0.0001174269338333
2000-10-31,0.02148156091661857,7.927380653565731e-05,6.353919010395054e-05
2000-11-01,-0.005902579242301975,0.0001059307898871,0.0001246294908869
2000-11-02,0.005279576418638854,6.291527056242982e-05,6.364849228976227e-05
2000-11-03,-0.0008896766577368709,6.44961921348745e-05,6.335563601441829e-05
2000-11-06,0.0037355239588050537,3.409337597597799e-05,3.4223482231200705e-05
2000-11-07,0.00017454261153027062,4.905391321973969e-05,4.458332656113378e-05
2000-11-08,-0.01652034291917648,0.0001229781361195,9.868712841428224e-05
2000-11-09,-0.006972590255755584,0.0003408694918533,0.0002607872574248
2000-11-10,-0.02331900132986675,0.0001636993668655,0.0001440337687012
2000-11-13,-0.011463256624590024,0.0003840093477503,0.0003019335957248
2000-11-14,0.02320880349014587,0.0001923971092937,0.0001734736201966
2000-11-15,0.004321562197127982,0.0001344605732648,9.372866519129387e-05
2000-11-16,-0.011286793363163738,9.785902511477696e-05,0.00010700926176
2000-11-17,-0.003449750524857187,0.0002659568628886,0.0002159977708138
2000-11-20,-0.01942395927393825,0.0001236257672384,0.0001186299752803
2000-11-21,0.0030940894896049898,0.0001344530330635,0.0001127530324091
2000-11-22,-0.018293718595375097,0.000241942877702,0.0001872493896876
2000-11-24,0.014715311667209185,5.8023579665290096e-05,4.245637751438004e-05
2000-11-27,0.006300122620688242,0.0002130253028215,0.0001315741092468
2000-11-28,-0.011066376470260764,0.0001357394761581,0.0001194724288896
2000-11-29,0.004863136104172661,0.0001900034072221,0.0001944723241549
2000-11-30,-0.021010600062356666,0.0003508591217063,0.0002419955898388
2000-12-01,0.00044890987937140636,0.0001788747445102,0.0001888625206216
2000-12-04,0.008061199337939584,0.0002041198678287,0.0001327936213451
2000-12-05,0.03720946161409788,0.0001210394019124,0.0001320662911246
2000-12-06,-0.018046661564194544,0.0001819969238897,0.0001911284323429
2000-12-07,-0.00504650525163175,8.118435044537457e-05,8.171384894598856e-05
2000-12-08,0.019787017576518018,0.0002059891826814,0.0001934904670707
2000-12-11,0.007970022172782976,9.01911410638123e-05,8.974658145289404e-05
2000-12-12,-0.00826183748494369,6.641602145947293e-05,6.285046208656053e-05
2000-12-13,-0.008073185633564961,0.0001976866602856,0.0001656672850242
2000-12-14,-0.013880264915099971,0.0001428541222562,0.000141220141745
2000-12-15,-0.01261683021561577,0.0001859414194837,0.0001028366107882
2000-12-18,-0.0012470384456815253,0.0001576983823166,9.650357929939127e-05
2000-12-19,-0.012709842620297174,0.0003292947345301,0.0003088636018736
2000-12-20,-0.03162195802885037,0.0005228983876896,0.000403464359932
2000-12-21,0.007152396364418223,0.0002377442127553,0.0002298490719652
2000-12-22,0.024347006073828226,0.0001408459411315,0.0001160479330149
2000-12-26,0.007889436780184944,8.090036335887778e-05,7.151624076318878e-05
2000-12-27,0.010034679737207952,8.913514745078115e-05,9.279334955187348e-05
2000-12-28,0.0034401205669478685,5.946545523431384e-05,6.045482160262207e-05
2000-12-29,-0.010750116719427716,9.132297390155042e-05,0.0001017311831039
2001-01-02,-0.028740570787929798,0.0002025074605702,0.0001958350486953
2001-01-03,0.04997807729449821,0.0010025605875965,0.0007741468849356
2001-01-04,-0.010899879996347117,0.0001590032346799,0.0001739834865446
2001-01-05,-0.026051095164871363,0.0002441846913896,0.0002483868228235
2001-01-08,-0.007372293908056271,8.250769975428115e-05,8.081208254842862e-05
2001-01-09,0.008641881308848909,0.0001581343843065,0.0001431254657291
2001-01-10,0.009596547288108326,0.000185856703483,0.0001360399587976
2001-01-11,0.010334834603047405,9.414525319827444e-05,9.752853756188311e-05
2001-01-12,-0.006048527482742649,0.0001148051612152,0.0001176006632162
2001-01-16,0.0053397193817028565,8.160652699565064e-05,7.060268917425586e-05
2001-01-17,0.0021926611178670896,0.0001648437093642,7.095760211725592e-05
2001-01-18,0.014689006228773671,8.950137119019891e-05,7.650134255204662e-05
2001-01-19,-0.004236601600744905,0.0001055397607495,9.37123353740638e-05
2001-01-22,0.00031278392843514524,9.561400748479898e-05,9.813355856054666e-05
2001-01-23,0.012380324701340761,6.934829130299566e-05,6.418302407195112e-05
2001-01-24,0.003076778641305289,8.264441530102957e-05,6.755271509100116e-05
2001-01-25,-0.004497196836267037,7.15478131283813e-05,6.627714451504562e-05
2001-01-26,-0.0021012050949247296,7.321177458825832e-05,6.0943494307532713e-05
2001-01-29,0.0072433977390913284,4.383400002166497e-05,4.283697208876324e-05
2001-01-30,0.0065800521501007125,5.563186720000525e-05,5.602574302117663e-05
2001-01-31,-0.005928149707283836,0.0001119745841545,0.0001253791577294
2001-02-01,0.00439837341186422,7.311597234418726e-05,8.386297530145039e-05
2001-02-02,-0.01688743756690947,6.905174827333563e-05,6.607834664779036e-05
2001-02-05,0.00397361807132679,5.2184181553495904e-05,4.4996658452094275e-05
2001-02-06,-0.0014559001621998746,4.395561838183415e-05,4.530131866065408e-05
2001-02-07,-0.008399759742228952,9.425221956900429e-05,8.42065390667779e-05
2001-02-08,-0.0062545092566486105,5.716547563503504e-05,5.8285510202127015e-05
2001-02-09,-0.012901260576572149,6.051344011208437e-05,6.524134360474516e-05
2001-02-12,0.010895437761141658,6.810633279429584e-05,6.682167469282064e-05
2001-02-13,-0.009148420537850477,7.256848429986134e-05,6.546855924656077e-05
2001-02-14,-0.000918702492344714,8.489989242181744e-05,8.180988364015798e-05
2001-02-15,0.00759752120281032,7.549164779185969e-05,5.871711886685416e-05
2001-02-16,-0.01904167122196565,7.80801079727156e-05,5.986956538522543e-05
2001-02-20,-0.01774403263029356,8.074159521880898e-05,7.222583043307585e-05
2001-02-21,-0.0188931395508547,0.0001273320421962,0.0001384630966723
2001-02-22,-0.001994543591766984,0.0003503102760777,0.0003554705708367
2001-02-23,-0.005252676442969673,0.0003247335862966,0.0002964813587586
2001-02-26,0.017168589360292863,0.000127617946369,0.000113841583365
2001-02-27,-0.007318496737950042,8.224892617351495e-05,7.520349772657548e-05
2001-02-28,-0.014210868701718837,0.0002163029960181,0.0001721066942193
2001-03-01,0.0006529125369478805,0.0002695193595089,0.0002670123746792
2001-03-02,0.005664827024784991,0.0002880707728759,0.0001910490111992
2001-03-05,-0.005527850105181642,7.931932828567259e-05,6.431412960284562e-05
2001-03-06,0.010004813253033262,0.0001488791956324,9.507351564260266e-05
2001-03-07,0.006234265601501754,0.0001302025377479,0.0001163957819407
2001-03-09,-0.023370646322370625,0.0002070491734493,0.0001304591474041
2001-03-12,-0.04435808046954204,0.0003148929549329,0.000328638558338
2001-03-13,0.01532042288890878,0.0002510607740014,0.0002275188580146
2001-03-14,-0.026151808151773537,0.0009074504821714,0.000506500297159
2001-03-15,0.00577996752611476,0.00016273457532,9.708092894975476e-05
2001-03-16,-0.019438480602413044,0.0002217513771187,0.0002227001984602
2001-03-19,0.017501297615583944,0.0001273375889094,0.0001113010641558
2001-03-20,-0.02462876230496125,0.0002764129966602,0.0002497065808309
2001-03-22,-0.022300952089091552,0.0005579422574456,0.0005637641290798
2001-03-23,0.020057128234379995,0.0002886908107359,0.0003279108219315
2001-03-26,0.011169108195509203,0.0001999489282121,7.185898454142785e-05
2001-03-27,0.02536054285552858,0.000125629475114,0.0001305576004146
2001-03-28,-0.02497881379176814,0.0002938711832787,0.000152200643909
2001-03-29,-0.004782118806268443,0.0002432957412193,0.0002539021158377
2001-03-30,0.01002479886532992,0.0002361010377925,0.0002049365773543
2001-04-02,0.002852011910906782,1.5290075523503705e-05,1.4576110692872065e-05
2001-04-03,-0.05025952853667004,0.0002700651923001,0.0002431358836907
2001-04-04,-0.0029810872683073697,0.0003654046370052,0.0003257497736117
2001-04-05,0.04239247703185356,0.0002829074451666,0.0001945043852791
2001-04-06,-0.019391821890938132,0.0004080744159795,0.0004102972084386
2001-04-09,0.00831917756199907,0.0001503627473248,0.0001269734631927
2001-04-10,0.026787432194022465,0.0001567111782053,0.0001332199696361
2001-04-11,-0.0016881980143343966,0.0001704304331304,0.0001827028801207
2001-04-12,0.014221598982390837,0.0001644532368943,0.0001558950448171
2001-04-16,-0.0034982988898999423,0.000120221701701,0.0001181317404154
2001-04-17,0.010466792046424978,0.0001767609789441,0.0001448440020347
2001-04-18,0.017058994797486626,0.0001055603928467,2.5904012820982474e-05
2001-04-19,0.034051229538385464,9.781374208542527e-05,9.273842151044876e-05
2001-04-20,-0.008710514436574002,0.0001058027043149,0.0001046797289918
2001-04-23,-0.01536096123395847,7.293887417508654e-05,6.792758242260715e-05
2001-04-24,-0.011309678605110562,9.830016790979458e-05,9.760070506224764e-05
2001-04-25,0.015721492440783358,0.0001151308263879,0.0001072466444451
2001-04-26,0.004789320062051239,8.864068814404662e-05,9.22652558893728e-05
2001-04-27,0.013912456709624266,0.0001009159255455,8.79219962801959e-05
2001-04-30,-0.0023587085218865766,7.946564023545505e-05,8.588115438630269e-05
2001-05-01,0.01331147695325896,9.515924424375305e-05,8.046205946727345e-05
2001-05-02,0.0006869948982473062,0.0001059746139871,9.488168636693368e-05
2001-05-03,-0.014599031591217226,0.0001235184687242,0.0001052088368811
2001-05-04,0.014441143501967346,0.0001713964884758,0.0001488079598908
2001-05-07,-0.003202609105395382,8.536133796435614e-05,6.894758919931869e-05
2001-05-08,-0.0012204788327485616,6.830157905318354e-05,7.346329918948056e-05
2001-05-09,-0.0046100246174507475,0.0001249418424349,6.953030068304215e-05
2001-05-10,0.00026286547413345573,0.0001182093000069,5.734145000085618e-05
2001-05-11,-0.008446158282148453,7.713322193798529e-05,8.936887773020064e-05
2001-05-14,0.002799291177408847,3.7018633952664016e-05,3.4879301156596876e-05
2001-05-15,0.00028029936155160584,9.626805759908012e-05,0.0001002811847232
2001-05-16,0.02848133914417783,0.000103680911323,0.0001002537853616
2001-05-17,0.0031004403524956814,9.206229586524252e-05,8.483390047369087e-05
2001-05-18,0.0022706587301337677,5.320016907436719e-05,5.086131112813441e-05
2001-05-21,0.01598805413332638,6.304357936980922e-05,5.987269126580145e-05
2001-05-22,-0.003013693595033118,6.520363796866236e-05,5.8552140358280734e-05
2001-05-23,-0.015283812488928739,7.470725717205676e-05,5.438475918782592e-05
2001-05-24,0.0031296505465672197,7.128158581524738e-05,7.116454098812927e-05
2001-05-25,-0.011380156031250976,4.686112946199603e-05,3.046586701273679e-05
2001-05-29,-0.008145612695353854,5.367138731700513e-05,5.079477141208711e-05
2001-05-30,-0.015891836589584152,7.341238586808475e-05,8.106302409703053e-05
2001-05-31,0.006095606962614575,7.171268658626134e-05,7.423780149114442e-05
2001-06-01,0.004378948342482758,7.711993966227496e-05,8.036947678768578e-05
2001-06-04,0.004588797165690828,4.589455195552663e-05,4.641713123167805e-05
2001-06-05,0.013096172117067262,5.761971755093124e-05,5.51944747259177e-05
2001-06-06,-0.01079389484275417,8.265588191562793e-05,6.054964956232929e-05
2001-06-07,0.005669964458895116,6.236014669756163e-05,7.06060479419689e-05
2001-06-08,-0.009528490146425206,4.426134784234784e-05,3.38303850427038e-05
2001-06-11,-0.00840758057738622,3.870036639566423e-05,3.862911370504615e-05
2001-06-12,0.0013146207619474382,0.0001139465332999,8.463859524694498e-05
2001-06-13,-0.01145120978159131,5.1206810819661735e-05,4.6418388104782255e-05
2001-06-14,-0.01785275607034187,8.76750250188515e-05,7.193460103298757e-05
2001-06-15,-0.004610215542630414,0.0001702479120099,9.83075337793865e-05
2001-06-18,-0.004590193648349228,8.151360952535498e-05,7.231450289166868e-05
2001-06-19,0.003147709358283457,0.0002115646219469,0.0001099538713191
2001-06-20,0.008836460851585848,9.18969241922454e-05,9.44880367573955e-05
2001-06-21,0.010678066871765424,8.2946606662866e-05,7.000820415944765e-05
2001-06-22,-0.009387069356161959,6.778704643577898e-05,5.092633886048028e-05
2001-06-25,-0.004845755948013952,6.085858056339573e-05,5.793173869298845e-05
2001-06-26,-0.0016752761142742045,0.0001089761748901,7.57602691933813e-05
2001-06-27,-0.004018947143053175,0.0001028237243174,0.0001171486695448
2001-06-28,0.011560158437279533,0.0001092619294212,7.639433096832343e-05
2001-06-29,0.0015649710577090303,5.419071522051549e-05,5.643844326343794e-05
2001-07-02,0.006866631420125557,4.7539194091227147e-05,4.3322947776969946e-05
2001-07-03,-0.0014813438414087443,2.1163732806599544e-05,1.9416361683733448e-05
2001-07-05,-0.012373207754991178,5.377794535589186e-05,4.1282691364782896e-05
2001-07-06,-0.023433840027442088,0.0001111992555987,7.893562633767613e-05
2001-07-09,0.0060520255538358825,5.332170494944184e-05,5.033142181477898e-05
